Category,Message Code,Severity,Message Text,Message Description,Local Target Format,Remote Target Format
Administrative and Operational Audit,60221,WARN,Misconfiguration in PAN HA monitoring,Misconfiguration in PAN HA monitoring,"<timestamp> <seq_num> 60221 WARN Distributed-Management: Misconfiguration in PAN HA monitoring, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 60221
                                 WARN Distributed-Management: Misconfiguration in PAN HA monitoring, <log details>"
Administrative and Operational Audit,60221,WARN,Misconfiguration in PAN HA monitoring,Misconfiguration in PAN HA monitoring,"<timestamp> <seq_num> 60221 WARN Distributed-Management: Misconfiguration in PAN HA monitoring, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 60221
                                 WARN Distributed-Management: Misconfiguration in PAN HA monitoring, <log details>"
Administrative and Operational Audit,60222,WARN,PAN is not reachable or unhealthy,PAN is not reachable or unhealthy,"<timestamp> <seq_num> 60222 WARN Distributed-Management: PAN is not reachable or unhealthy, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 60222
                                 WARN Distributed-Management: PAN is not reachable or unhealthy, <log details>"
Administrative and Operational Audit,60222,WARN,PAN is not reachable or unhealthy,PAN is not reachable or unhealthy,"<timestamp> <seq_num> 60222 WARN Distributed-Management: PAN is not reachable or unhealthy, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 60222
                                 WARN Distributed-Management: PAN is not reachable or unhealthy, <log details>"
Administrative and Operational Audit,60223,ERROR,PAN HA Promotion request failed,PAN HA Promotion request failed,"<timestamp> <seq_num> 60223 ERROR Distributed-Management: PAN HA Promotion request failed, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 60223
                                 ERROR Distributed-Management: PAN HA Promotion request failed, <log details>"
Administrative and Operational Audit,60223,ERROR,PAN HA Promotion request failed,PAN HA Promotion request failed,"<timestamp> <seq_num> 60223 ERROR Distributed-Management: PAN HA Promotion request failed, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 60223
                                 ERROR Distributed-Management: PAN HA Promotion request failed, <log details>"
Administrative and Operational Audit,60224,INFO,Automatic failover to the Secondary PAN is successfully triggered,Automatic failover to the Secondary PAN is successfully triggered,"<timestamp> <seq_num> 60224 INFO Distributed-Management: Automatic failover to the Secondary PAN is successfully triggered,
                                 <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 60224
                                 INFO Distributed-Management: Automatic failover to the Secondary PAN is successfully triggered, <log details>"
Administrative and Operational Audit,60224,INFO,Automatic failover to the Secondary PAN is successfully triggered,Automatic failover to the Secondary PAN is successfully triggered,"<timestamp> <seq_num> 60224 INFO Distributed-Management: Automatic failover to the Secondary PAN is successfully triggered,
                                 <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 60224
                                 INFO Distributed-Management: Automatic failover to the Secondary PAN is successfully triggered, <log details>"
Administrative and Operational Audit,60225,ERROR,Unable to build the certificate chain,"Two or more certificates have been found with same value of CN attribute in the subject field leading to certificate chain
                                 building error","<timestamp> <seq_num> 60225 ERROR Client Provisioning: Unable to build the certificate chain, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 60225
                                 ERROR Client Provisioning: Unable to build the certificate chain, <log details>"
Administrative and Operational Audit,60225,ERROR,Unable to build the certificate chain,"Two or more certificates have been found with same value of CN attribute in the subject field leading to certificate chain
                                 building error","<timestamp> <seq_num> 60225 ERROR Client Provisioning: Unable to build the certificate chain, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 60225
                                 ERROR Client Provisioning: Unable to build the certificate chain, <log details>"
Administrative and Operational Audit,60226,INFO,Successfully performed CoA termination(s) for a user certificate being revoked,Successfully performed CoA termination(s) for a user certificate being revoked,"<timestamp> <seq_num> 60226 INFO Certificate: Successfully performed CoA termination(s) for a user certificate being revoked,
                                 <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 60226
                                 INFO Certificate: Successfully performed CoA termination(s) for a user certificate being revoked, <log details>"
Administrative and Operational Audit,60226,INFO,Successfully performed CoA termination(s) for a user certificate being revoked,Successfully performed CoA termination(s) for a user certificate being revoked,"<timestamp> <seq_num> 60226 INFO Certificate: Successfully performed CoA termination(s) for a user certificate being revoked,
                                 <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 60226
                                 INFO Certificate: Successfully performed CoA termination(s) for a user certificate being revoked, <log details>"
Administrative and Operational Audit,60227,INFO,Failed to perform a CoA termination,Please make sure that the NAD is configured to send the client MAC Address when making RADIUS access-requests to ISE,"<timestamp> <seq_num> 60227 INFO Certificate: Failed to perform a CoA termination, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 60227
                                 INFO Certificate: Failed to perform a CoA termination, <log details>"
Administrative and Operational Audit,60227,INFO,Failed to perform a CoA termination,Please make sure that the NAD is configured to send the client MAC Address when making RADIUS access-requests to ISE,"<timestamp> <seq_num> 60227 INFO Certificate: Failed to perform a CoA termination, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 60227
                                 INFO Certificate: Failed to perform a CoA termination, <log details>"
Administrative and Operational Audit,60228,ERROR,MSE Server is unreachable,MSE Server is unreachable,"<timestamp> <seq_num> 60228 ERROR System-Management: MSE Server is unreachable, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 60228
                                 ERROR System-Management: MSE Server is unreachable, <log details>"
Administrative and Operational Audit,60228,ERROR,MSE Server is unreachable,MSE Server is unreachable,"<timestamp> <seq_num> 60228 ERROR System-Management: MSE Server is unreachable, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 60228
                                 ERROR System-Management: MSE Server is unreachable, <log details>"
Administrative and Operational Audit,60229,INFO,MSE Server is back online,MSE Server is back online,"<timestamp> <seq_num> 60229 INFO System-Management: MSE Server is back online, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 60229
                                 INFO System-Management: MSE Server is back online, <log details>"
Administrative and Operational Audit,60229,INFO,MSE Server is back online,MSE Server is back online,"<timestamp> <seq_num> 60229 INFO System-Management: MSE Server is back online, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 60229
                                 INFO System-Management: MSE Server is back online, <log details>"
